sourceFilename,questionNumber,page,automaticSubtopicId,finalSubtopicId,automaticTopicId,finalTopicId,verdict,action,reviewNote,questionHash,stemExcerpt
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,59,14,dp26-p3-esp-padroes-dados-web,dp26-p3-esp-padroes-dados-web,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-desenvolvimento-sistemas,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,ce01878d078b28992a206a9c676db413b122e09834825011eeef62521278742c,"Observe os dados do seguinte documento XML. <?xml version=""1.0"" encoding=""UTF-8"" ?> <root> <Pessoa> <Hospede> <Nome>Ana</Nome> <Acompanhantes>Bia</Acompanhantes> <Acompanhantes>Maitê</Acompanhantes> </Hospede> </Pessoa> </root> Os dados no formato JSON correspondente é: (A) {""Pessoa"":{""Hospede"":[{""Nome"":""Thomas""},{""Nom"
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,60,15,dp26-p3-leg-lgpd-capitulos,dp26-p3-leg-lgpd-capitulos,dp26-p3-leg-lgpd,dp26-p3-leg-lgpd,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,c46ed270c932b79b7c080d17dc1bb1600ff8286be9a1479b1f810f82795af2bd,"De acordo com a LGPD, a manifestação livre, informada e inequívoca pela qual o titular concorda com o tratamento de seus dados pessoais para uma finalidade determinada é realizada por meio do(a): (A) livre acesso; (B) transparência; (C) consentimento; (D) não discriminação; (E) responsabilização e prestação de contas."
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,63,15,dp26-p3-esp-padroes-dados-web,dp26-p3-esp-padroes-dados-web,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-desenvolvimento-sistemas,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,459f43538fadcebe402839c77167b1648ec36383ab7f401d6a4aa7ad3453b966,"Breno está criando um serviço REST, que será disponibilizado por meio de um aplicativo Spring Boot. Como ele já conhece o padrão do REST, criou um método de inclusão no controlador, tendo como parâmetro uma entidade do tipo gerenciado pelo serviço. Para que o parâmetro receba corretamente os dados fornecidos pela requi"
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,64,15,dp26-p3-esp-frontend,dp26-p3-esp-frontend,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-desenvolvimento-sistemas,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,47eef9f54467b25b5b40678d27817c588aa76f93d96d4a3adb1134612d820868,"Silvia está desenvolvendo o front-end do novo sistema de ordens de serviço de sua empresa, onde foi especificado o uso do framework Angular no projeto. A nova interface utilizará o roteamento do Angular e, para incluir o componente da rota corrente no template HTML da tela principal, Silvia irá definir a área de aprese"
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,67,16,dp26-p3-esp-metricas,dp26-p3-esp-metricas,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-desenvolvimento-sistemas,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,b6ca543e05ba15afea3c670b635593766dac733fca83286167e2447909791e6c,"Cláudia precisa estimar o custo do novo software para o setor de logística, e utilizou a metodologia de pontos de função para o cálculo dos recursos financeiros necessários. No entanto, ela observou que muitos custos não eram expressos apenas com a análise das funcionalidades do sistema. Para lidar com esses custos ocu"
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,68,16,dp26-p3-esp-padroes-reuso,dp26-p3-esp-padroes-reuso,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-desenvolvimento-sistemas,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,9d12f9b5304bd92700e5c528d1e32b63d5f9a97eb995a2e9cbd4970c2d7e3e53,"Padrões de projeto são representados por meio de diagramas da UML, sendo possível identificá-los através da análise de métodos e relacionamentos entre classes ou interfaces. Observe o diagrama de classes apresentado a seguir. No diagrama é representado o padrão de projeto: (A) Singleton; (B) Prototype; (C) Data Access "
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,72,17,dp26-p3-esp-arquitetura-software,dp26-p3-esp-arquitetura-software,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-desenvolvimento-sistemas,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,993b8a180bf4de72f2855b64b4f41a0acabf07047cf51053bff439b4f58b009d,Observe a seguinte requisição em Hypertext Transfer Protocol (HTTP) feita a uma Application Programming Interface (API) RESTful: PUT http://webservice.tjapp/recursos/1 A respectiva resposta HTTP da API RESTful apresentou o código de status 204. Os dados apresentados acima indicam que a API RESTful processou a solicitaç
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,74,17,dp26-p3-esp-si-acesso,dp26-p3-esp-si-acesso,dp26-p3-esp-seguranca,dp26-p3-esp-seguranca,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,4e19f19d4b638ba0ba17cedf0f77f7194f4d4868cb6d2ca618c97526ce036efe,"O analista João administra o servidor de autenticação Keycloak do TJAP. A aplicação TJApp está registrada como um client OpenID Connect do Keycloak, sob o nome tjapp-client. João recebeu a solicitação de habilitar em tjapp-client o recurso que permite a própria aplicação cliente, TJApp, obter um token de acesso de form"
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,80,18,dp26-p3-esp-si-acesso,dp26-p3-esp-si-acesso,dp26-p3-esp-seguranca,dp26-p3-esp-seguranca,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,e99e0d02e9a49a7f338b35d18ecba3fba62674285367ed2eb0a882541cecb3c3,"A analista Joana implementou o sistema de autorização da aplicação TJApp utilizando o protocolo OAuth2. Joana decidiu por implementar o fluxo do OAuth2 de concessão por código de autorização. A fim de indicar ao servidor de autorização o fluxo de concessão escolhido, Joana atribuiu ao parâmetro response_type da requisi"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,41,13,dp26-p3-esp-gov-bpmn,dp26-p3-esp-gov-bpmn,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gestao-governanca,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,0a437e58514cff3550568af2f2141ad435017fe4e3ae900ee211ca7fb5af270d,"A analista de processos de negócio Ana está modelando as entradas e saídas de dados de diversas atividades dos processos do MPU com a notação BPMN, que permite uma comunicação padronizada entre os participantes dos processos. Para isso, Ana está utilizando associação de dados (Data Association) com a seguinte represent"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,45,14,dp26-p3-esp-bd-nosql,dp26-p3-esp-bd-nosql,dp26-p3-esp-banco-dados,dp26-p3-esp-banco-dados,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,ec2299901d07f79a00bd878b86a15fe9b05834337f70e4e0692a418a4cd6b1fd,"João está aprendendo banco de dados orientado a documento. Para começar, João buscou a correspondência com a sua área de conhecimento, que é a álgebra relacional e o banco de dados relacional. Em seu estudo, João identificou que uma relação (relation) da álgebra relacional corresponde, no MySQL e no MongoDB, respectiva"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,48,15,dp26-p3-esp-bd-nosql,dp26-p3-esp-bd-nosql,dp26-p3-esp-banco-dados,dp26-p3-esp-banco-dados,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,8dbefee855dbd6f5b772acfbaec767a3566c08c1e95624393a54294b3caadb27,"Observe o resultado da execução dos seguintes comandos do MongoDB Shell. > use MPU2025 > switched to db MPU2025 > db.getCollectionNames(); < [ 'Processos' ] > db[""Processos""].find(); <{ _id: '676850ada9ec96543d3001c2', processo_numero: '0001', situacao: 'Ativo', partes: { autor: ['Maria'], reu: [ 'Pedro', 'Ivo""' ] }, }"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,55,16,dp26-p3-esp-bi-dw-mining,dp26-p3-esp-bi-dw-mining,dp26-p3-esp-bi,dp26-p3-esp-bi,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,09ffe4f0edf991e7e7ebb1ec87d3d7a381c7b222569ebad4eedbb93e1811b53e,"O analista de Business Intelligence Luiz está desenvolvendo uma solução aplicando técnicas de mineração de dados na base de dados de processos judiciais do MPU para descobrir padrões que mostrem resultados como o exemplificado a seguir. {Roubo, Antecedentes Criminais, RJ, 2024} ➔ {Pena > 5 anos} [Suporte = 50%, Confian"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,57,16,dp26-p3-leg-lgpd-capitulos,dp26-p3-leg-lgpd-capitulos,dp26-p3-leg-lgpd,dp26-p3-leg-lgpd,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,9423ff18baf7f60d8147587a58550ba78b376a042bbb2cbfb9ddf78c95692dcc,"O gestor de pessoal do MPU Antônio precisa da lista dos funcionários contendo diversos dados pessoais. Para agir de acordo com a LGPD, Antônio solicitou ao analista José que realizasse um tratamento no cadastro de pessoal para que o dado perdesse a possibilidade de associação, direta ou indireta, ao indivíduo. Para ate"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,58,17,dp26-p3-esp-bd-normalizacao,dp26-p3-esp-bd-normalizacao,dp26-p3-esp-banco-dados,dp26-p3-esp-banco-dados,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,b2a66eca68033dc22f978c192713316fdd646e714b3b126ca52e6621681ef3c4,"Observe o modelo de dados, que utiliza a Notação Crow's Foot (Pé de Galinha), onde PK representa a Chave Primária: Após a normalização, no PostgreSQL, para implementar o modelo de dados físico com as integridades referenciais, deve-se executar o seguinte script SQL: (A) CREATE TABLE Processo ( ProcessoID SERIAL PRIMARY"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,61,17,dp26-p3-esp-bd-nosql,dp26-p3-esp-bd-nosql,dp26-p3-esp-banco-dados,dp26-p3-esp-banco-dados,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,3454d8bfc83067881a29c7f37ee12d1ee4552244e2d78c53997554d94864677a,"O analista Paulo precisa analisar e descobrir padrões nas relações entre as diversas entidades nos processos judiciais do MPU, como promotores, juízes, autores, réus, secretários e advogados. Para isso, Paulo vai utilizar um banco de dados NoSQL para armazenar essa rede social judiciária que chamou de SocialJud. Para i"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,63,18,dp26-p3-esp-gov-bpmn,dp26-p3-esp-gov-bpmn,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gestao-governanca,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,8ad7f161c4f65167778e769c69b3b8c090768854652ebf14a78ce09c7379cd8b,"Maria utilizou a notação BPMN para modelar o processo de negócio do departamento DEPTO1 da organização ORG_A, conforme figura abaixo. Considerando a notação BPMN, é correto afirmar que: (A) o fluxo F5 é uma junção e leva à execução de um subprocesso de baixa complexidade; (B) a sequência de gateways G1 e G2 garante a e"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,64,18,dp26-p3-esp-metricas,dp26-p3-esp-metricas,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-desenvolvimento-sistemas,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,800bddc88bb3bc1569763283de7b9b416017fdd77802800d0883c48754728d4f,"Durante um processo de contagem de pontos de função de uma aplicação, as telas do sistema foram utilizadas como subsídios. As Figuras 1 e 2 apresentam as telas para cadastro de clientes. Figura 1 Figura 2 Com base na Análise de Pontos de Função, o cadastro apresentado nas Figuras 1 e 2 deve ser contado como: (A) uma En"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,66,19,dp26-p3-esp-padroes-dados-web,dp26-p3-esp-requisitos,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-desenvolvimento-sistemas,CORRECTED,RULE_CORRECTION,O objeto é classificação/engenharia de requisitos; JSON e XML aparecem apenas na descrição da solução.,ba55e412666f3ba8beab7a680fb7e64daa727db1ddaec6ef111f31f635f41521,A ORG_A é uma organização que anualmente conduz um processo seletivo interno para cargos de gerência. Concorrem aos cargos aqueles funcionários que cumprem um rol de requisitos definido em norma interna. A ORG_A já possui um software para gestão de funcionários e deseja estendê-lo com uma inovação para apoiar os proces
analista_do_mpu_desenvolvimento_de_sistemas.pdf,69,20,dp26-p3-esp-gov-cobit,dp26-p3-esp-gov-cobit,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gestao-governanca,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,a5d61ca6be9c7e6f7dab18f8cabbd0370f77b87be904dabaa563e3370988f094,"O framework COBIT 2019 faz uma distinção clara entre governança e gestão. O domínio BAI – Build, Acquire and Implement (Construir, Adquirir e Implementar) trata da definição, aquisição e implementação de soluções de Informação e Tecnologia (I&T) e sua integração em processos de negócios. Uma prática de gerenciamento ad"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,78,22,dp26-p3-esp-mobile-lowcode,dp26-p3-esp-mobile-lowcode,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-desenvolvimento-sistemas,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,8e9b62f6e149d6bdc46b03dcf28a87ebece0dde6a5dc53845937b96f242a769c,"A analista Flávia implementou, ao longo do último ano, o aplicativo móvel MPUPlay, tanto para Android quanto para iOS, utilizando, em cada plataforma, a linguagem de programação oficialmente recomendada, à época, pelo fabricante, para o desenvolvimento de aplicações móveis nativas. Considerando as fabricantes do Androi"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,79,22,dp26-p3-esp-si-iso,dp26-p3-esp-si-iso,dp26-p3-esp-seguranca,dp26-p3-esp-seguranca,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,0d8520f36508832cb378670f281f80155ef6fbb418dacb9dba95f1cc7c66a5fc,"O analista Tiago foi incumbido de implementar, em determinado setor do MPU, dois controles previstos na NBR ISO/IEC 27001: o controle de trabalho remoto e o controle de mídia de armazenamento. A fim de harmonizar essa implementação com outras determinações do MPU que podem ser aplicáveis ao escopo de determinado contro"
analista_do_mpu_desenvolvimento_de_sistemas.pdf,80,22,dp26-p3-esp-si-acesso,dp26-p3-esp-si-acesso,dp26-p3-esp-seguranca,dp26-p3-esp-seguranca,PASS,KEEP_AUTO_HIGH_CONFIDENCE,Classificação temática revisada no censo da faixa de alta confiança; nenhum conflito adicional identificado.,2a80b3b4e95572b653ee978995015292794bdaac890ec049cc1f883dfff967f1,"A analista Daniela está implementando o módulo de autenticação de um sistema, com base no protocolo OpenID Connect (OIDC). Na rotina de verificação da autenticação, Daniela deve avaliar se o ID Token, retornado pelo servidor OIDC, foi emitido em um horário considerado válido. Para avaliar o horário de emissão do token,"
