sourceFilename,examRank,examTier,questionNumber,page,classificationStatus,primaryTopicId,primarySubtopicId,confidence,matchedTerms,outOfScopeMatches,crossWaveDuplicate,style,stemExcerpt,questionHash
tecnico_de_nivel_superior_analista_de_sistemas_computacionais_analista_de_suporte_de_ti.pdf,36,D - baixa/controle negativo,49,13,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gov-cobit,0.99,COBIT 2019,,False,DIRECT_KNOWLEDGE,"O framework COBIT 2019 define os componentes para construir e manter um sistema de governança e gerenciamento de informações e tecnologias relacionadas. Nesse sentido, com base no COBIT 2019 Core Model, os objetivos de: (A) governança MEA (Monitor, Evaluate e Assess) estão relacionados aos processos de otimização da en",1188edb841ef5323735d90e53e69dc2be64291f7de07a43732e8fd678e4f6a5d
tecnico_de_nivel_superior_analista_de_sistemas_computacionais_analista_de_suporte_de_ti.pdf,36,D - baixa/controle negativo,51,14,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-leg-lgpd,dp26-p3-leg-lgpd-capitulos,0.99,LGPD,,False,DIRECT_KNOWLEDGE,"O Artigo 46 da Lei Nº 13.709 (Lei Geral de Proteção de Dados Pessoais), de 14 de agosto de 2018, explicita que os agentes de tratamento devem adotar medidas de segurança aptas a proteger os dados pessoais de acessos não autorizados e de situações acidentais ou ilícitas que gerem destruição, perda, alteração ou comunica",2d70af85e529dac78fcdcf48fb7ff91bd9e74013b93293b99c033ab03c82cb0e
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,1,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Abaixo estão cinco silogismos. Assinale a opção que mostra uma estruturação válida. (A) Todos os brasileiros gostam de Copacabana / Pedro é brasileiro / Pedro gosta de Copacabana. (B) Todos os brasileiros gostam de Copacabana / Pedro não gosta de Copacabana / Pedro não é brasileiro. (C) Se você é brasileiro, gosta de C",1b0c216ddfa4adf9ddc9148f7a10e5c0036fdb09f6057c24d3e6d0e289b36279
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,2,3,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"Observe o seguinte raciocínio: A gramática portuguesa é de difícil aprendizagem, por isso acho conveniente a contratação de novos professores. Nesse caso, a premissa inicial do raciocínio corresponde a (A) um fato comprovado. (B) uma opinião do enunciador. (C) um testemunho de autoridade. (D) uma dúvida sobre um fato. ",947569f60215b6f13da2559c246b13bfa434c23153e1fa1c76bdd40ec21cbaee
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,3,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,Assinale a opção que mostra uma premissa antes de uma conclusão. (A) A passadeira não deve ter vindo / Minhas camisas estão amarrotadas. (B) É possível que o Vasco seja promovido para a série A /O Vasco tem ganho vários jogos. (C) O governo deve lançar novo plano contra a inflação / A inflação é uma das preocupações do,c1a1d2026a6a650aeb4f512b177c9aaf6b41d09254014a424a9dd958b472a7b3
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,4,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Observe o seguinte texto: “’Há muita gente atrapalhando a vida do governador, inclusive o próprio governador’, costuma dizer um deputado muito conhecido. Trata-se de um comentário muito comum na Assembleia Legislativa”. A introdução utilizada nesse texto pode ser identificada como (A) uma alusão histórica. (B) uma inte",de1052b21efb6ea851db6c5ec2822b58cba95862adeda8450e1d9eb60c4017c6
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,5,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Para que um texto progrida de forma organizada, é preciso que a informação nele contida seja apresentada de forma conveniente. Veja, por exemplo, o texto a seguir: “A Corte Suprema dos Estados Unidos, cuja composição 1983- 1984 terminou há pouco, parece ter mostrado uma direção mais conservadora que a anterior, notadam",7746987c45bdc6b2390a7568f36311a207e0c4c4b4496980c4453e020abb4be3
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,6,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"De cada uma das pequenas notícias abaixo, foi feita uma inferência, ou seja, algo que pode ser deduzido do que se leu. Assinale a opção em que a inferência é adequada. (A) Mulheres já podem entrar para a Polícia / o número de mulheres na população está aumentando. (B) A soja brasileira é muito bem aceita no mercado int",32533958473db94a07e44a1ab24d1cb7194f635a646baeebb9cbf010713e183f
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,7,3,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Em todas as opções abaixo mostram-se duas frases independentes, com termos repetidos; para evitar a repetição, elas foram unidas por meio de um pronome relativo. Assinale a frase em que essa modificação foi feita de forma adequada. (A) Li o novo livro de Eduardo Gianetti / Comprei o novo livro de Eduardo Gianetti na no",1f422e353bde1e453c4d9a78f0aaf1c46332227ecfd3279ecc5fb060f18c9889
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,8,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Numa reunião de departamento, um professor mostrou os péssimos resultados de seus alunos no primeiro semestre para demonstrar a falência do ensino universitário. Essa argumentação do professor mostra um problema, que é (A) um círculo vicioso, pois a primeira e a segunda parte do raciocínio mostram o mesmo significado. ",cb82c71a9386bccc9dc19b32d08bb9b3f5289600331ecc487d168308e4454254
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,9,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Em todas as frases abaixo, para evitar-se repetição, houve substituição do termo em destaque. Assinale a frase em que o processo utilizado na substituição está adequadamente identificado. (A) A polícia declarou que cercou os criminosos, mas alguns dos bandidos conseguiram escapar / hiperônimo. (B) Em fiz o discurso em ",300c42c05e8f408c52b04c60d2cdbb31b0ef5cbdf5c828046286e724bdf50099
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,10,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Observe o parágrafo a seguir: “A imprensa brasileira está sendo criticada por todos os partidos políticos em função de seu partidarismo, de suas coberturas deficientes e de sua má",56c09211bf9f56f18a4e4020abffb30f6b869f82ed27480a588465366f80a099
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,11,4,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-codificacao,0.8,Estruturas de dados,,False,DIRECT_KNOWLEDGE,"Cinco pessoas formam uma fila. Essa fila será modificada com a seguinte sequência de trocas de posição: o 2º com o 4º, o 1º com o 3º, o 2º com o 5º e o 1º com o 4º. A pessoa que estava no 3º lugar na fila inicial estará, na fila final, no (A) 1º lugar. (B) 2º lugar. (C) 3º lugar. (D) 4º lugar. (E) 5º lugar.",9bad3dcd825d496f4a3e091f806c80814dbd6a0ec856dc67e6de32f49fe55e0f
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,12,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Certo supermercado anunciou a promoção que se vê na foto a seguir: Esse desconto foi de, aproximadamente, (A) 15%. (B) 1,5%. (C) 0,15%. (D) 0,015%. (E) 0,0015%.",8a26d515ed07cd82c2cbb60b1bb74f441637eb89b3c104d4e20f6272560015c8
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,13,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Considere verdadeira a afirmação: “Todos os corredores são magros”. Observe, a seguir, três conclusões da afirmação dada: 1. Se João é magro então é corredor. 2. Se João não é corredor, então não é magro. 3. Se João não é magro então não é corredor. Denotando por V uma conclusão verdadeira e por F uma conclusão falsa, ",0b5f6c09f1c4721996ac259b7b3a80c9b3c1c8282edae249d278535728d10f44
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,14,4,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Um terreno de 1280 m2 foi dividido em 3 partes, proporcionais aos números: 2, 5/2 e 7/2. A área da maior parte, em m2, é (A) 400. (B) 440. (C) 480. (D) 520. (E) 560. TRT 16ª REGIÃO – MARANHÃO FGV",c2cf0ec98b8ea71f734a8e67e600c938552d505d6f46f3cbef8a4d7e3e127b76
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,15,5,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Alberto deverá fazer um tratamento contínuo de fisioterapia durante longo tempo. Para isso, deverá fixar 2 dias na semana (de 7 dias) para realizar as atividades do tratamento, mas esses dias não podem ser seguidos. O número de maneiras diferentes em que esses 2 dias podem ser fixados é igual a (A) 12. (B) 14. (C) 15. ",f7c4d16e030af183365638f3cb7436415b998349a47be1983f3631667ebf0ff6
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,16,5,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Em um grupo de P pessoas, 54% são mulheres e as demais pessoas são homens. Trinta mulheres deixam o grupo e trinta novos homens passam a fazer parte do mesmo. Nesse novo grupo, os homens representam 61%. O valor de P é (A) 200. (B) 220. (C) 240. (D) 250. (E) 260.",ca4e079673d4db52a8764dcc2cf37f5212d8a47bcce133b1b397c9a3f6dfe2e7
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,17,5,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Michael coleciona moedas brasileiras, americanas e francesas. Para cada 3 moedas americanas Michael tem 7 moedas brasileiras e para cada 5 moedas brasileiras, ele tem 2 francesas. Com relação às moedas de Michael, a razão entre a quantidade de moedas brasileiras e a quantidade de moedas não brasileiras é igual a 7 (A) ",ee367f38ca21b3e10fe9b036f04ebea1f17f2e204543db06da6891e64d8462eb
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,18,5,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"No Brasil, o Dia das Mães é comemorado no segundo domingo de maio. Em um determinado ano bissexto, o dia 1o de janeiro ocorreu em uma terça-feira. Lembrando que, em ano bissexto, fevereiro tem 29 dias, concluímos que, nesse ano, o Dia das Mães foi comemorado no dia (A) 9 de maio. (B) 10 de maio. (C) 11 de maio. (D) 12 ",283586fc3013087c5617b2bcb1ee9ca1f8eb4e2d9cb2776fc5264b62a42e4319
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,19,5,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Horácio tem 5 filhos. Cada um desses 5 filhos, também tem 5 filhos ou não tem filho algum. Horácio não tem bisnetos. Ao todo, somando filhos e netos, Horácio tem 20 descendentes. O número de descendentes de Horácio que não têm filhos é igual a (A) 3. (B) 6. (C) 9. (D) 15. (E) 17.",1677116eb92dc706257945eff3bd2bb51a3abb955969dc3ec578825caa311345
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,20,5,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Em uma caixa há 18 bolas. A bola mais leve pesa 20 gramas e a mais pesada, 24 gramas. O peso de cada bola é um número inteiro de gramas. É correto concluir que: (A) pelo menos uma bola pesa 22 gramas. (B) nenhuma bola pesa 22 gramas. (C) a média dos pesos de todas as bolas é 22 gramas. (D) pelo menos 4 bolas têm o mesm",006b17397d6d74056355c224b0c74a0c1986fae7b6483a752379dd038838c474
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,21,5,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"“Um novo mural do controverso e misterioso artista britânico Banksy apareceu na cidade de Dover, na Inglaterra. Na gravura, é possível ver um operário que retira uma das estrelas que compõe a bandeira da União Europeia.” (Revista Galileu, maio de 2017) O mural mostra um operário a martelar e destruir uma estrela da ban",8bcde139b3f152560c5e94ed66d580ab6aed810d781b85b4dbb3774238b8dc56
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,22,6,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"“O escritor e jornalista foi eleito para a vaga deixada por Sérgio Paulo Rouanet na Academia Brasileira de Letras. O autor de 74 anos obteve 32 votos entre 35 imortais que compareceram à cerimônia, que ocorreu a portas fechadas, durante cerca de meia hora. O presidente da Academia, Merval Pereira, queimou os votos em u",16d430cb35a7e4d7977d9db482a4aa110eec20fad7b25989185e2edcaa734ffc
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,23,6,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"“É um tipo especial de token criptográfico que representa algo único. Diferentemente das criptomoedas como o Bitcoin e de vários outros tokens utilitários, eles não são mutuamente intercambiáveis. Um item fungível, como o dinheiro, pode ser trocado por outro. Uma cédula de Real pode ser substituída, desde que de mesmo ",d973983cc49121d60566f467e7f8d6f01c8fe9bbb20403d6960e8794e8973614
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,24,6,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"O fornecimento de gás da Rússia a países europeus tornou-se tema central nas consequências da guerra motivada pela invasão da Ucrânia pela Rússia. Como reação à invasão, a União Europeia e os EUA apoiaram a Ucrânia e estabeleceram duras sanções econômicas à Rússia. Em resposta, a Rússia cortou o fornecimento de gás à E",60f9d07bebb5dced85b4f71e02f2d922d5a4aa2da944acfa13c8a420134e39cb
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,25,6,UNCLASSIFIED,,,0.0,,,False,ASSERTION_SET,"As mudanças climáticas representam um desafio sem precedente para a política ambiental global, colocando em xeque a capacidade de articulação dos Estados, ao mesmo tempo em que evidencia desigualdades globais. O enfrentamento eficaz do problema deve ter em mente um acordo que combine responsabilidades e vulnerabilidade",38b3799d4a99fadb147f20ef54816d69add339f3cedb426f5595b327f469db7f
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,26,7,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Christo e Jeanne-Claude foi um casal de artistas plásticos que se notabilizou por um trabalho muito próximo à arquitetura e com forte componente social, que aparecia na execução de seus projetos, que sempre envolviam a comunidade onde as obras eram instaladas. Alguns aspectos presentes em sua obra, evidenciados nas fot",b7af440687e9fe5f4e4b9cba5eee903fc2b8dd761de5f52430dc0eebd8f051e7
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,27,7,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"O ESG surgiu no mercado financeiro como uma forma de medir o impacto que as ações de sustentabilidade geram nos resultados das empresas. A sigla surgiu a primeira vez em 2004, dentro de um grupo de trabalho do Principles for Responsible Investment (PRI), rede ligada à ONU que tem como objetivo atrair investimentos sust",ae78638314c05f8644a5b5f58f5bf14cf26e0068f1bae8dc9949e71d93c98326
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,28,7,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Leia o fragmento a seguir. “Viver é muito perigoso... Porque aprender a viver é que é o viver mesmo... Travessia perigosa, mas é a da vida. Sertão que se alteia e abaixa... O mais difícil não é um ser bom e proceder honesto, dificultoso mesmo, é um saber definido ...” O fragmento mostra a linguagem característica de (A",a0eaa6830ff1c3aa8b862b0ec5684286d6edea98067f13eff60eeb6b9d9b1258
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,29,8,UNCLASSIFIED,,,0.49,,,False,DIRECT_KNOWLEDGE,"Anjos Tronchos (Caetano Veloso) Uns anjos tronchos do Vale do Silício Desses que vivem no escuro em plena luz Disseram: Vai ser virtuoso no vício Das telas dos azuis mais do que azuis Agora a minha história é um denso algoritmo Que vende venda a vendedores reais Neurônios meus ganharam novo outro ritmo E mais, e mais, ",695034285e3a4750c8bdcbd9d6b0b8c8fbe81e72828eea61dd042c1ae2c6c291
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,30,8,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"A Academia Real das Ciências da Suécia anunciou que Alain Aspect (Universidade de Paris-Saclay e Escola Politécnica, França), John F. Clauser (J.F. Clauser & Associados, EUA) e Anton Zeilinger (Universidade de Viena, Áustria) foram os laureados do Prêmio Nobel de Física de 2022. O trio recebeu o reconhecimento por expe",c36d2f4025e01ce6354b66323922c4684610b236247ed210c3744889b79ab020
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,31,9,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"João, Diretor de Licitações no âmbito da Administração Pública direta do Município Alfa, foi consultado por Maria sobre o documento necessário, previsto na Lei nº 14.133/2021, para a contratação de bens e serviços, isto com o objetivo de estabelecer os contornos básicos do objeto a ser contratado. João respondeu corret",c0fe7262c54b376db16e5a5fb88d173117a7e914ede794cd948fc9aadbdbac18
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,33,9,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Pedro, pessoa com deficiência, após concluir a educação básica, almejava ingressar em uma instituição de ensino superior (IES). Ao se inteirar dos seus direitos, visando à participação no processo seletivo, foi-lhe informado que a Lei nº 13.146/2015 lhe assegurava: (1) disponibilização de provas em formatos acessíveis,",314addd2fe3f25f07ca900905cf528d001fedda3fce3c98c023e770cd729b2b2
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,34,9,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Joana, recém-empossada servidora do Tribunal Regional do Trabalho da 16ª Região, recebeu a incumbência de verificar, considerando o respectivo objeto, os processos a serem encaminhados à Procuradoria Regional do Trabalho para a emissão de parecer. Após analisar as normas de regência, Joana concluiu corretamente que dev",e5a500f49b199c83b60beade64cadee7cb33f2b7bf8195c7f5e519e62b535acb
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,35,9,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Ana, servidora de certo Tribunal de Justiça, foi incumbida da elaboração da minuta do Plano de Logística Sustentável (PLS), disciplinado pela Resolução CNJ nº 400/2021. Ao inteirar-se das normas a serem observadas para o cumprimento da tarefa recebida, Ana concluiu que o PLS deve: 1. ser composto por um indicador de de",f1dcb380f849f6d702c9da0ca5f73b27e4f6e0d4ca74f67ea117edb2f87e05b5
analista_judiciario_area_administrativa_tecnologia_da_informacao.pdf,29,C - complementar,36,9,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"O Presidente da autarquia federal XX delegou a órgão hierarquicamente inferior, por tempo indeterminado, a competência para praticar certos atos administrativos de natureza não normativa. Apesar da plena vigência da delegação, esse agente desejava praticar, ele próprio, certo ato administrativo. À luz da sistemática es",38c7e3ce17f58ec52615c269c226c85af17d67102cc1ca96a79a27fdf5a7bf5f
